country,location_name,latitude,longitude,temperature_celsius,humidity,air_quality_Ozone,date,day,month,year,week,time,season,condition
Netherlands,Amsterdam,52.37,4.89,20.0,68,29.0,2024-05-16,16,5,2024,1,16:00:00,Spring,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,16.0,88,77.3,2024-05-17,17,5,2024,1,18:00:00,Spring,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.0,50,57.9,2024-05-18,18,5,2024,1,16:30:00,Spring,Rainy
Netherlands,Amsterdam,52.37,4.89,22.0,57,110.2,2024-05-19,19,5,2024,1,16:00:00,Spring,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,19.0,78,103.0,2024-05-20,20,5,2024,2,16:45:00,Spring,Rainy
Netherlands,Amsterdam,52.37,4.89,23.0,61,103.0,2024-05-21,21,5,2024,2,16:45:00,Spring,Cloudy/Overcast
Netherlands,Amsterdam,52.37,4.89,18.0,68,104.4,2024-05-22,22,5,2024,2,16:15:00,Spring,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,18.0,73,91.6,2024-05-23,23,5,2024,2,16:00:00,Spring,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.0,88,65.1,2024-05-24,24,5,2024,2,16:30:00,Spring,Rainy
Netherlands,Amsterdam,52.37,4.89,15.0,100,75.1,2024-05-25,25,5,2024,2,16:00:00,Spring,Rainy
Netherlands,Amsterdam,52.37,4.89,19.0,68,78.7,2024-05-26,26,5,2024,2,16:00:00,Spring,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.0,48,78.0,2024-05-27,27,5,2024,3,16:30:00,Spring,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,18.0,64,65.1,2024-05-28,28,5,2024,3,16:30:00,Spring,Rainy
Netherlands,Amsterdam,52.37,4.89,17.0,77,85.8,2024-05-29,29,5,2024,3,16:00:00,Spring,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,15.0,82,68.7,2024-05-30,30,5,2024,3,15:45:00,Spring,Cloudy/Overcast
Netherlands,Amsterdam,52.37,4.89,18.0,77,87.3,2024-05-31,31,5,2024,3,16:15:00,Spring,Rainy
Netherlands,Amsterdam,52.37,4.89,16.0,88,75.1,2024-06-01,1,6,2024,3,16:15:00,Summer,Cloudy/Overcast
Netherlands,Amsterdam,52.37,4.89,17.0,63,105.9,2024-06-02,2,6,2024,3,16:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,16.0,77,97.3,2024-06-03,3,6,2024,4,16:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,19.0,68,88.7,2024-06-04,4,6,2024,4,16:15:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,15.0,55,83.0,2024-06-05,5,6,2024,4,16:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.0,45,90.1,2024-06-06,6,6,2024,4,16:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,18.1,52,107.3,2024-06-07,7,6,2024,4,16:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.2,72,76.5,2024-06-08,8,6,2024,4,16:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,16.2,59,80.8,2024-06-09,9,6,2024,4,16:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,13.1,82,62.9,2024-06-10,10,6,2024,5,16:15:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,14.0,77,72.2,2024-06-11,11,6,2024,5,16:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,14.2,63,73.7,2024-06-12,12,6,2024,5,16:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,16.1,63,94.4,2024-06-13,13,6,2024,5,16:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.0,79,79.4,2024-06-14,14,6,2024,5,16:00:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,14.3,82,68.0,2024-06-15,15,6,2024,5,16:00:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,15.2,87,77.3,2024-06-16,16,6,2024,5,15:45:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,18.7,56,82.3,2024-06-17,17,6,2024,6,16:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,18.0,77,104.4,2024-06-18,18,6,2024,6,16:00:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,18.2,68,79.4,2024-06-19,19,6,2024,6,15:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.5,54,83.7,2024-06-20,20,6,2024,6,15:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.2,88,62.9,2024-06-21,21,6,2024,6,15:30:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,20.3,64,97.3,2024-06-22,22,6,2024,6,15:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,23.1,53,107.3,2024-06-23,23,6,2024,6,15:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,24.2,50,93.0,2024-06-24,24,6,2024,7,15:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,26.2,54,130.2,2024-06-25,25,6,2024,7,15:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,28.1,45,125.9,2024-06-26,26,6,2024,7,15:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,27.0,45,154.5,2024-06-27,27,6,2024,7,15:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.2,53,80.1,2024-06-28,28,6,2024,7,15:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.3,50,128.8,2024-06-29,29,6,2024,7,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.2,64,91.6,2024-06-30,30,6,2024,7,15:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,18.2,64,60.8,2024-07-01,1,7,2024,8,15:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.2,63,66.5,2024-07-02,2,7,2024,8,15:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,15.2,77,64.4,2024-07-03,3,7,2024,8,15:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,16.4,59,70.1,2024-07-04,4,7,2024,8,15:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,16.2,94,62.9,2024-07-05,5,7,2024,8,14:45:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,15.0,82,74.4,2024-07-06,6,7,2024,8,15:15:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,18.1,73,63.7,2024-07-07,7,7,2024,8,15:00:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,20.4,64,84.4,2024-07-08,8,7,2024,9,15:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,25.0,57,147.3,2024-07-09,9,7,2024,9,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,21.2,60,87.3,2024-07-10,10,7,2024,9,15:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.3,56,90.1,2024-07-11,11,7,2024,9,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,14.4,88,57.2,2024-07-12,12,7,2024,9,15:00:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,16.3,83,72.2,2024-07-13,13,7,2024,9,15:00:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,20.1,64,95.8,2024-07-14,14,7,2024,9,15:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,23.3,50,117.3,2024-07-15,15,7,2024,10,15:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.2,88,71.5,2024-07-16,16,7,2024,10,14:45:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,21.3,69,93.0,2024-07-17,17,7,2024,10,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,25.2,54,90.8,2024-07-18,18,7,2024,10,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,26.2,61,180.2,2024-07-19,19,7,2024,10,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,29.3,48,93.0,2024-07-20,20,7,2024,10,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,21.0,47,80.8,2024-07-24,24,7,2024,11,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,18.7,86,66.5,2024-07-25,25,7,2024,11,14:15:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,20.8,59,73.7,2024-07-26,26,7,2024,11,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.6,49,70.1,2024-07-27,27,7,2024,11,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.3,47,97.3,2024-07-28,28,7,2024,11,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,24.7,46,143.1,2024-07-29,29,7,2024,12,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,27.5,46,176.0,2024-07-30,30,7,2024,12,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,24.6,47,123.0,2024-07-31,31,7,2024,12,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.7,59,70.1,2024-08-01,1,8,2024,12,14:15:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,25.1,45,121.6,2024-08-02,2,8,2024,12,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.2,70,72.2,2024-08-03,3,8,2024,12,14:30:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,19.6,52,85.1,2024-08-04,4,8,2024,12,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,23.9,48,117.3,2024-08-05,5,8,2024,13,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,27.7,47,100.1,2024-08-06,6,8,2024,13,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,21.8,46,91.6,2024-08-07,7,8,2024,13,14:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.7,46,103.0,2024-08-08,8,8,2024,13,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.2,61,68.7,2024-08-09,9,8,2024,13,14:30:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,22.8,49,85.1,2024-08-10,10,8,2024,13,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,25.9,47,98.7,2024-08-11,11,8,2024,13,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,29.7,49,131.6,2024-08-12,12,8,2024,14,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,27.7,54,82.3,2024-08-13,13,8,2024,14,14:45:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.3,69,84.4,2024-08-14,14,8,2024,14,14:30:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,23.4,69,98.7,2024-08-15,15,8,2024,14,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,21.1,88,83.7,2024-08-16,16,8,2024,14,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.1,53,121.6,2024-08-17,17,8,2024,14,14:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.0,61,95.8,2024-08-18,18,8,2024,14,14:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,23.3,53,125.9,2024-08-19,19,8,2024,15,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,23.4,61,103.0,2024-08-20,20,8,2024,15,14:15:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,19.1,52,65.1,2024-08-21,21,8,2024,15,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.2,60,98.7,2024-08-22,22,8,2024,15,14:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.3,78,73.7,2024-08-23,23,8,2024,15,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,23.1,73,65.8,2024-08-24,24,8,2024,15,14:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,18.2,68,80.8,2024-08-25,25,8,2024,15,14:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.1,68,104.4,2024-08-26,26,8,2024,16,14:15:00,Summer,Rainy
Netherlands,Amsterdam,52.37,4.89,23.2,50,125.9,2024-08-27,27,8,2024,16,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,27.1,54,143.1,2024-08-28,28,8,2024,16,14:30:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.0,69,93.0,2024-08-29,29,8,2024,16,14:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,21.1,56,110.2,2024-08-30,30,8,2024,16,14:15:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.0,60,82.3,2024-08-31,31,8,2024,16,14:00:00,Summer,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,24.2,65,108.7,2024-09-01,1,9,2024,16,14:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,28.3,58,46.5,2024-09-02,2,9,2024,17,14:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,23.1,73,40.4,2024-09-03,3,9,2024,17,14:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,19.0,83,68.7,2024-09-04,4,9,2024,17,14:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.37,4.89,24.4,78,90.0,2024-09-05,5,9,2024,17,14:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,26.1,58,76.0,2024-09-06,6,9,2024,17,14:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,22.3,73,76.0,2024-09-07,7,9,2024,17,14:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.2,64,72.0,2024-09-08,8,9,2024,17,14:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.3,68,52.0,2024-09-09,9,9,2024,18,14:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,15.2,94,59.0,2024-09-10,10,9,2024,18,14:30:00,Autumn,Rainy
Netherlands,Amsterdam,52.37,4.89,15.3,67,55.0,2024-09-11,11,9,2024,18,14:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.37,4.89,12.3,82,43.0,2024-09-12,12,9,2024,18,14:15:00,Autumn,Snowy
Netherlands,Amsterdam,52.37,4.89,16.2,55,65.0,2024-09-13,13,9,2024,18,14:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.3,59,66.0,2024-09-14,14,9,2024,18,14:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,19.1,64,56.0,2024-09-15,15,9,2024,18,14:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,18.3,77,57.0,2024-09-16,16,9,2024,19,13:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.37,4.89,18.1,77,64.0,2024-09-17,17,9,2024,19,13:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.3,83,53.0,2024-09-18,18,9,2024,19,12:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,17.3,88,53.0,2024-09-19,19,9,2024,19,12:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.0,64,49.0,2024-09-20,20,9,2024,19,12:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,20.3,68,43.0,2024-09-21,21,9,2024,19,12:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,21.2,69,32.0,2024-09-22,22,9,2024,19,12:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,19.2,78,27.0,2024-09-23,23,9,2024,20,11:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,15.1,82,30.0,2024-09-24,24,9,2024,20,11:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,15.1,82,35.0,2024-09-25,25,9,2024,20,11:30:00,Autumn,Rainy
Netherlands,Amsterdam,52.37,4.89,16.1,88,22.0,2024-09-26,26,9,2024,20,11:30:00,Autumn,Rainy
Netherlands,Amsterdam,52.37,4.89,12.2,88,51.0,2024-09-27,27,9,2024,20,12:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.37,4.89,11.3,82,60.0,2024-09-28,28,9,2024,20,12:00:00,Autumn,Cloudy/Overcast
Netherlands,Amsterdam,52.37,4.89,13.2,72,33.0,2024-09-29,29,9,2024,20,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,12.1,77,45.0,2024-09-30,30,9,2024,21,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.37,4.89,14.1,100,57.0,2024-10-01,1,10,2024,21,12:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.37,4.89,11.2,94,40.0,2024-10-02,2,10,2024,21,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,13.3,72,42.0,2024-10-03,3,10,2024,21,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,13.3,72,27.0,2024-10-04,4,10,2024,21,11:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,13.2,72,19.0,2024-10-05,5,10,2024,21,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,13.1,63,37.0,2024-10-06,6,10,2024,21,11:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,16.2,82,19.0,2024-10-07,7,10,2024,22,11:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,16.3,82,24.0,2024-10-08,8,10,2024,22,11:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,15.3,82,44.0,2024-10-09,9,10,2024,22,11:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,13.2,82,61.0,2024-10-10,10,10,2024,22,11:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,11.3,76,26.0,2024-10-11,11,10,2024,22,11:45:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,9.4,87,16.0,2024-10-12,12,10,2024,22,11:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,12.3,71,58.0,2024-10-13,13,10,2024,22,11:30:00,Autumn,Cloudy/Overcast
Netherlands,Amsterdam,52.374,4.8897,10.4,76,21.0,2024-10-14,14,10,2024,23,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,10.3,76,5.0,2024-10-15,15,10,2024,23,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,16.3,77,29.0,2024-10-16,16,10,2024,23,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,17.0,94,24.0,2024-10-17,17,10,2024,23,11:30:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,16.3,94,5.0,2024-10-18,18,10,2024,23,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,15.0,88,24.0,2024-10-19,19,10,2024,23,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,15.4,94,31.0,2024-10-20,20,10,2024,23,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,15.2,88,46.0,2024-10-21,21,10,2024,24,11:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,13.1,88,40.0,2024-10-22,22,10,2024,24,11:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,12.3,100,33.0,2024-10-23,23,10,2024,24,11:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,11.4,82,15.0,2024-10-24,24,10,2024,24,11:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,14.4,88,12.0,2024-10-25,25,10,2024,24,11:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,10.3,86,12.0,2024-10-26,26,10,2024,24,11:15:00,Autumn,Cloudy/Overcast
Netherlands,Amsterdam,52.374,4.8897,15.4,77,21.0,2024-10-27,27,10,2024,24,10:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,13.2,94,16.0,2024-10-28,28,10,2024,25,10:15:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,14.0,100,9.0,2024-10-29,29,10,2024,25,10:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,13.2,94,6.0,2024-10-30,30,10,2024,25,10:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,13.1,94,17.0,2024-10-31,31,10,2024,25,10:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,14.0,86,22.0,2024-11-01,1,11,2024,25,10:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,11.2,76,62.0,2024-11-02,2,11,2024,25,10:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,7.0,81,20.0,2024-11-03,3,11,2024,25,10:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,7.2,93,15.0,2024-11-04,4,11,2024,26,10:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,8.6,64,4.0,2024-11-05,5,11,2024,26,10:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,9.0,93,1.0,2024-11-06,6,11,2024,26,10:00:00,Autumn,Cloudy/Overcast
Netherlands,Amsterdam,52.374,4.8897,8.1,87,11.0,2024-11-07,7,11,2024,26,10:00:00,Autumn,Fog/Mist
Netherlands,Amsterdam,52.374,4.8897,4.1,93,5.0,2024-11-08,8,11,2024,26,10:00:00,Autumn,Fog/Mist
Netherlands,Amsterdam,52.374,4.8897,6.2,93,2.0,2024-11-09,9,11,2024,26,10:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,8.1,100,2.0,2024-11-10,10,11,2024,26,10:00:00,Autumn,Fog/Mist
Netherlands,Amsterdam,52.374,4.8897,11.4,82,47.0,2024-11-11,11,11,2024,27,10:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,9.1,87,46.0,2024-11-12,12,11,2024,27,10:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,8.2,100,1.0,2024-11-13,13,11,2024,27,10:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,10.3,82,26.0,2024-11-14,14,11,2024,27,10:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,9.3,93,2.0,2024-11-15,15,11,2024,27,10:00:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,9.2,87,36.0,2024-11-16,16,11,2024,27,09:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,8.1,71,53.0,2024-11-17,17,11,2024,27,09:45:00,Autumn,Cloudy/Overcast
Netherlands,Amsterdam,52.374,4.8897,6.3,87,69.0,2024-11-18,18,11,2024,28,10:00:00,Autumn,Cloudy/Overcast
Netherlands,Amsterdam,52.374,4.8897,3.3,100,65.0,2024-11-19,19,11,2024,28,09:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,4.3,87,22.0,2024-11-20,20,11,2024,28,09:45:00,Autumn,Snowy
Netherlands,Amsterdam,52.374,4.8897,2.2,87,34.0,2024-11-21,21,11,2024,28,09:30:00,Autumn,Sleet
Netherlands,Amsterdam,52.374,4.8897,5.0,75,46.0,2024-11-22,22,11,2024,28,09:45:00,Autumn,Sleet
Netherlands,Amsterdam,52.374,4.8897,2.3,93,7.0,2024-11-23,23,11,2024,28,09:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,13.4,72,51.0,2024-11-24,24,11,2024,28,09:45:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,12.2,94,56.0,2024-11-25,25,11,2024,29,09:45:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,8.0,87,49.0,2024-11-26,26,11,2024,29,10:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,7.0,100,9.0,2024-11-27,27,11,2024,29,09:45:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,8.2,87,51.0,2024-11-28,28,11,2024,29,12:00:00,Autumn,Rainy
Netherlands,Amsterdam,52.374,4.8897,6.3,81,8.0,2024-11-29,29,11,2024,29,11:30:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,4.4,81,16.0,2024-11-30,30,11,2024,29,11:15:00,Autumn,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,5.1,75,20.0,2024-12-01,1,12,2024,29,11:45:00,Winter,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,11.3,94,15.0,2024-12-02,2,12,2024,30,11:30:00,Winter,Rainy
Netherlands,Amsterdam,52.374,4.8897,8.1,71,48.0,2024-12-03,3,12,2024,30,11:45:00,Winter,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,6.1,87,5.0,2024-12-04,4,12,2024,30,11:30:00,Winter,Cloudy/Overcast
Netherlands,Amsterdam,52.374,4.8897,5.4,100,32.0,2024-12-05,5,12,2024,30,11:30:00,Winter,Rainy
Netherlands,Amsterdam,52.374,4.8897,10.3,71,69.0,2024-12-06,6,12,2024,30,11:45:00,Winter,Rainy
Netherlands,Amsterdam,52.374,4.8897,10.2,82,66.0,2024-12-07,7,12,2024,30,11:30:00,Winter,Rainy
Netherlands,Amsterdam,52.374,4.8897,7.2,93,50.0,2024-12-08,8,12,2024,30,11:15:00,Winter,Rainy
Netherlands,Amsterdam,52.374,4.8897,7.1,81,38.0,2024-12-09,9,12,2024,31,11:45:00,Winter,Rainy
Netherlands,Amsterdam,52.374,4.8897,5.3,81,47.0,2024-12-10,10,12,2024,31,12:00:00,Winter,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,4.3,87,25.0,2024-12-11,11,12,2024,31,11:45:00,Winter,Cloudy/Overcast
Netherlands,Amsterdam,52.374,4.8897,5.2,100,2.0,2024-12-12,12,12,2024,31,11:45:00,Winter,Fog/Mist
Netherlands,Amsterdam,52.374,4.8897,2.0,93,8.0,2024-12-13,13,12,2024,31,12:00:00,Winter,Clear/Sunny
Netherlands,Amsterdam,52.374,4.8897,5.3,93,18.0,2024-12-14,14,12,2024,31,11:45:00,Winter,Rainy
Netherlands,Amsterdam,52.374,4.8897,9.2,93,46.0,2024-12-15,15,12,2024,31,11:30:00,Winter,Rainy
